Date,MMWR_week,Location,Distributed,Dist_Per_100K,Administered,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus
2021-06-25,25,WY,513875,88789,418095,72240,85196,91369,145480
2021-06-25,25,AL,4783230,97554,3308961,67486,79024,84930,139808
2021-06-25,25,VT,914450,146549,843447,135170,153069,156060,201639
2021-06-25,25,AZ,8071900,110897,6410375,88070,103284,108739,158030
2021-06-25,25,KY,4439345,99366,3941892,88231,103539,109671,157448
2021-06-25,25,LA,4032580,86745,3308560,71170,84327,90822,153119
2021-06-25,25,IL,14585235,115100,12713403,100328,116985,121859,160841
2021-06-25,25,NV,3048120,98960,2707225,87892,103257,109427,153323
2021-06-25,25,DE,1273485,130780,1018252,104569,121227,125869,175139
2021-06-25,25,NC,11627780,110867,8582184,81828,95378,100743,153039
2021-06-25,25,SD,956445,108115,813103,91911,110158,117339,171737
2021-06-24,25,SC,5258945,102141,4103290,79695,92684,98538,157796
2021-06-24,25,NC,11607900,110677,8565156,81666,95192,100588,152956
2021-06-24,25,NY,23769795,122187,21412026,110067,127646,132949,161735
2021-06-24,25,OR,5615785,133147,4463557,105828,122041,126197,160738
2021-06-24,25,ID,1660020,92891,1306006,73081,0,97518,155511
2021-06-24,25,NJ,11448745,128896,9999545,112580,131247,136669,165984
2021-06-24,25,LA,4018520,86442,3295157,70882,83985,90488,152946
2021-06-24,25,TX,31589575,108945,25215418,86962,104603,111162,157682
2021-06-24,25,WI,6076435,104362,5808243,99756,116163,122076,178971
2021-06-24,25,MO,6070775,98914,5033569,82014,96133,101849,153176
2021-06-24,25,UT,3209140,100099,2808430,87600,108320,116189,165108
2021-06-24,25,MN,6488930,115059,5775732,102413,120528,125774,170392
2021-06-24,25,MT,1103295,103230,924481,86499,100737,106157,154640
2021-06-24,25,MD,8383770,138674,6719727,111149,130148,134454,169008
2021-06-24,25,AZ,8041530,110480,6394880,87857,103034,108531,157913
2021-06-24,25,HI,1935230,136681,1668004,117808,137387,141944,179815
2021-06-24,25,MA,9663570,140204,8721461,126535,144553,148318,176194
2021-06-24,25,VT,912910,146302,842306,134987,152862,155883,201515
2021-06-24,25,IL,14549385,114817,12680771,100071,116691,121619,160686
2021-06-24,25,WY,513455,88717,415449,71783,84657,90839,145098
2021-06-24,25,IA,3437745,108959,3004010,95212,112245,118544,172307
2021-06-24,25,MI,11554450,115697,9313318,93256,108353,113522,159618
2021-06-24,25,ME,1845750,137311,1594846,118645,134585,138465,176744
2021-06-24,25,SD,955505,108008,811591,91741,109953,117191,171669
2021-06-24,25,NV,3032630,98457,2707121,87889,103253,109423,153319
2021-06-24,25,WA,9332975,122562,8408738,110425,129335,133893,173215
2021-06-24,25,ND,710060,93176,637216,83617,99863,106145,161173
2021-06-24,25,AK,828745,113287,643516,87967,105434,110772,152405
2021-06-24,25,GA,11091725,104467,8221814,77437,91455,97938,155558
2021-06-24,25,MS,2644985,88873,1879230,63143,74527,81000,139001
2021-06-24,25,NH,1818180,133718,1501636,110438,125237,129140,166156
2021-06-24,25,CA,48798865,123503,41839888,105891,124031,129017,165940
2021-06-24,25,NM,2351115,112127,2310853,110207,129273,135206,169548
2021-06-24,25,VA,10259795,120201,9109659,106726,124312,128619,165945
2021-06-24,25,AL,4769800,97280,3308713,67481,79018,84924,139803
2021-06-24,25,AR,2818400,93392,2200842,72929,85899,91879,140580
2021-06-24,25,KS,3060735,105060,2451806,84159,100000,106915,163664
2021-06-24,25,IN,6633900,98540,5513454,81897,96637,102659,162109
2021-06-24,25,DE,1270635,130487,1015607,104297,120912,125599,175017
2021-06-24,25,PA,15546445,121438,13715484,107136,123738,129238,180020
2021-06-24,25,RI,1502205,141803,1258124,118763,135639,139711,182869
2021-06-24,25,WV,1879415,104869,1397783,77995,89669,93768,142469
2021-06-24,25,CO,6981105,121226,6089509,105744,123021,127788,167089
2021-06-24,25,KY,4426955,99089,3932696,88026,103297,109467,157309
2021-06-24,25,NE,2074240,107229,1844039,95328,113995,120794,173811
2021-06-24,25,OK,3997450,101023,3211318,81156,96569,103552,156590
2021-06-24,25,OH,12322305,105417,10557313,90318,105564,111241,162482
2021-06-24,25,CT,4687585,131478,4339850,121725,139676,144025,182696
2021-06-24,25,FL,24639665,114722,20612298,95971,110206,115883,173560
2021-06-24,25,TN,6265390,91744,5189585,75991,88920,94914,151036
2021-06-23,25,WY,513155,88665,415356,71767,84638,90821,145084
2021-06-23,25,CT,4685145,131410,4331322,121486,139401,143799,182582
2021-06-23,25,IN,6630520,98489,5499982,81696,96401,102463,161989
2021-06-23,25,AZ,8032030,110350,6381113,87668,102812,108343,157811
2021-06-23,25,MT,1102675,103172,922847,86346,100559,106009,154510
2021-06-23,25,IA,3435135,108877,2999203,95060,112065,118395,172232
2021-06-23,25,NJ,11434225,128732,9969179,112238,130849,136330,165812
2021-06-23,25,SD,954505,107895,810378,91603,109789,117066,171615
2021-06-23,25,NY,23732875,121998,21347133,109734,127260,132608,161529
2021-06-23,25,OR,5611905,133055,4455064,105627,121813,125996,160594
2021-06-23,25,IL,14546265,114792,12652123,99845,116432,121398,160541
2021-06-23,25,MA,9659030,140138,8703696,126278,144266,148083,176097
2021-06-23,25,AK,828205,113213,642096,87773,105205,110576,152295
2021-06-23,25,SC,5254865,102062,4093480,79505,92465,98332,157685
2021-06-23,25,NE,2073420,107186,1804632,93291,111560,118402,171425
2021-06-23,25,ID,1658120,92785,1305952,73078,0,97513,155510
2021-06-23,25,NH,1814540,133450,1501120,110400,125194,129104,166143
2021-06-23,25,TX,31538265,108768,25148409,86731,104325,110928,157561
2021-06-23,25,CO,6976105,121140,6071606,105433,122667,127490,166955
2021-06-23,25,KY,4419415,98920,3922135,87789,103020,109211,157013
2021-06-23,25,NM,2350875,112116,2300113,109695,128672,134658,169131
2021-06-23,25,AR,2818120,93383,2195931,72766,85709,91708,140469
2021-06-23,25,MI,11541970,115572,9297932,93102,108175,113370,159510
2021-06-23,25,VA,10251475,120104,9081565,106397,123936,128306,165783
2021-06-23,25,MD,8377430,138569,6699439,110814,129755,134116,168819
2021-06-23,25,OH,12310185,105313,10536359,90138,105354,111057,162340
2021-06-23,25,NC,11604480,110644,8547987,81502,95004,100430,152877
2021-06-23,25,MN,6486300,115013,5765654,102235,120322,125604,170285
2021-06-23,25,RI,1501785,141763,1254789,118448,135280,139414,182731
2021-06-23,25,FL,24637205,114710,20557965,95718,109916,115613,173409
2021-06-23,25,OK,3996950,101010,3205110,80999,96383,103395,156495
2021-06-23,25,WA,9324785,122455,8385041,110114,128971,133559,172954
2021-06-23,25,NV,3031170,98410,2701087,87693,103023,109223,153224
2021-06-23,25,WI,6074395,104327,5797095,99565,115940,121894,178860
2021-06-23,25,GA,11073185,104293,8220593,77426,91442,97924,155556
2021-06-23,25,ME,1840710,136936,1592049,118437,134349,138249,176642
2021-06-23,25,WV,1878455,104816,1394096,77789,89433,93562,142322
2021-06-23,25,UT,3207860,100059,2796573,87230,107862,115804,164918
2021-06-23,25,AL,4767580,97234,3298895,67281,78784,84703,139637
2021-06-23,25,DE,1268115,130228,1013485,104079,120659,125389,174898
2021-06-23,25,ND,709860,93150,636040,83463,99683,106009,161132
2021-06-23,25,CA,48734085,123339,41735332,105626,123727,128755,165788
2021-06-23,25,KS,3059355,105013,2447569,84013,99827,106770,163541
2021-06-23,25,MO,6069155,98888,5021947,81825,95911,101649,152954
2021-06-23,25,LA,4018000,86431,3287166,70710,83782,90297,152833
2021-06-23,25,MS,2644585,88859,1879002,63135,74518,80992,138996
2021-06-23,25,PA,15508345,121140,13679110,106851,123410,128948,179782
2021-06-23,25,VT,912630,146257,841409,134844,152699,155745,201400
2021-06-23,25,HI,1934430,136625,1665644,117641,137197,141800,179746
2021-06-23,25,TN,6263490,91717,5178561,75830,88731,94739,150884
2021-06-22,25,RI,1497955,141402,1252559,118237,135039,139205,182610
2021-06-22,25,PA,15500085,121076,13651077,106632,123157,128719,179564
2021-06-22,25,MS,2644245,88848,1876189,63041,74407,80884,138925
2021-06-22,25,MD,8367100,138398,6682055,110526,129419,133820,168670
2021-06-22,25,OR,5610035,133011,4445687,105405,121561,125775,160459
2021-06-22,25,LA,4013040,86324,3281534,70589,83638,90163,152757
2021-06-22,25,DE,1267835,130199,1011994,103926,120482,125243,174798
2021-06-22,25,FL,24598425,114530,20516373,95524,109694,115411,173301
2021-06-22,25,MT,1102395,103145,921925,86260,100459,105927,154446
2021-06-22,25,GA,11054215,104114,8220179,77422,91437,97919,155554
2021-06-22,25,CO,6971685,121063,6056591,105172,122370,127246,166840
2021-06-22,25,NH,1813270,133357,1500723,110371,125160,129078,166133
2021-06-22,25,CA,48682075,123208,41639567,105384,123447,128507,165632
2021-06-22,25,AL,4759120,97062,3291351,67127,78604,84528,139483
2021-06-22,25,IL,14540175,114744,12629554,99666,116228,121222,160417
2021-06-22,25,NJ,11420875,128582,9949593,112017,130592,136108,165692
2021-06-22,25,AR,2817700,93369,2191813,72629,85551,91570,140378
2021-06-22,25,HI,1930930,136377,1662911,117448,136977,141617,179659
2021-06-22,25,SC,5243315,101837,4043988,78544,91353,97268,156776
2021-06-22,25,ND,709360,93084,635417,83381,99589,105927,161096
2021-06-22,25,UT,3203790,99932,2796552,87230,107862,115803,164917
2021-06-22,25,OK,3996850,101008,3200525,80883,96245,103277,156423
2021-06-22,25,KS,3059115,105005,2444023,83892,99682,106645,163428
2021-06-22,25,IN,6627890,98450,5490692,81558,96239,102325,161905
2021-06-22,25,MN,6483630,114965,5758295,102104,120172,125474,170197
2021-06-22,25,MA,9638840,139845,8690573,126087,144054,147928,176037
2021-06-22,25,VA,10234965,119910,9057681,106118,123618,128059,165651
2021-06-22,25,IA,3428935,108680,2995797,94952,111938,118292,172173
2021-06-22,25,CT,4679635,131255,4325425,121321,139212,143639,182497
2021-06-22,25,NC,11596380,110567,8534919,81377,94860,100304,152804
2021-06-22,25,MO,6064185,98807,5013654,81690,95753,101510,152870
2021-06-22,25,WA,9315915,122338,8360146,109787,128588,133224,172818
2021-06-22,25,ID,1657740,92763,1303710,72953,0,97346,155392
2021-06-22,25,SD,954505,107895,809311,91483,109644,116955,171544
2021-06-22,25,TX,31485795,108587,25095675,86549,104106,110741,157427
2021-06-22,25,WI,6072885,104301,5789766,99439,115793,121770,178782
2021-06-22,25,NE,2070880,107055,1801883,93149,111390,118257,171279
2021-06-22,25,WV,1878315,104808,1393244,77742,89378,93520,142291
2021-06-22,25,MI,11540150,115553,9285546,92978,108030,113245,159418
2021-06-22,25,NM,2350215,112084,2297419,109566,128522,134519,169039
2021-06-22,25,OH,12303385,105255,10519985,89998,105190,110915,162232
2021-06-22,25,KY,4416705,98859,3916111,87654,102861,109067,156913
2021-06-22,25,NY,23649685,121570,21301120,109497,126985,132357,161362
2021-06-22,25,AZ,8027030,110281,6370509,87522,102642,108200,157736
2021-06-22,25,ME,1840150,136894,1590298,118307,134202,138115,176552
2021-06-22,25,NV,3029350,98351,2696755,87553,102857,109072,153159
2021-06-22,25,AK,828205,113213,641457,87685,105105,110498,152255
2021-06-22,25,WY,513015,88641,414810,71672,84527,90720,145018
2021-06-22,25,TN,7259850,106306,5168874,75688,88565,94588,150761
2021-06-22,25,VT,912630,146257,840948,134770,152616,155677,201372
2021-06-21,25,NE,2069710,106994,1785309,92292,110365,117441,170735
2021-06-21,25,WI,6066895,104199,5785928,99373,115717,121705,178761
2021-06-21,25,ND,709060,93045,635388,83377,99584,105923,161095
2021-06-21,25,IL,14528485,114652,12612678,99533,116076,121101,160377
2021-06-21,25,ME,1840150,136894,1583075,117770,133592,137574,176309
2021-06-21,25,KS,3057805,104960,2442071,83825,99603,106578,163387
2021-06-21,25,NJ,11412635,128489,9893949,111391,129861,135377,165395
2021-06-21,25,SD,952065,107619,805837,91090,109174,116603,171398
2021-06-21,25,NY,23615385,121394,21268599,109330,126792,132182,161258
2021-06-21,25,CO,6963445,120920,6046139,104991,122163,127073,166765
2021-06-21,25,OH,12291785,105156,10509262,89907,105083,110822,162194
2021-06-21,25,NV,3023840,98172,2692825,87425,102708,108942,153120
2021-06-21,25,VT,912630,146257,839933,134607,152431,155532,201320
2021-06-21,25,MS,2643905,88836,1861535,62548,73826,80354,138558
2021-06-21,25,RI,1496785,141291,1251082,118098,134880,139069,182577
2021-06-21,25,NC,11594650,110551,8529142,81322,94796,100249,152787
2021-06-21,25,OK,3996710,101004,3197986,80819,96168,103212,156402
2021-06-21,25,GA,11051315,104087,8100255,76292,90103,96760,154916
2021-06-21,25,HI,1925920,136024,1661877,117375,136893,141543,179623
2021-06-21,25,TX,31438315,108423,25049611,86390,103915,110586,157440
2021-06-21,25,WA,9293435,122043,8359815,109782,128583,133219,172817
2021-06-21,25,AK,825625,112860,641221,87653,105066,110462,152246
2021-06-21,25,DE,1265495,129959,1010503,103773,120304,125085,174745
2021-06-21,25,OR,5604375,132876,4442610,105332,121478,125704,160433
2021-06-21,25,MD,8354700,138193,6659768,110157,128987,133457,168470
2021-06-21,25,IN,6615380,98264,5486097,81490,96158,102254,161878
2021-06-21,25,NM,2339245,111561,2296027,109500,128444,134446,169009
2021-06-21,25,PA,15473895,120871,13631788,106482,122983,128567,179443
2021-06-21,25,WV,1878315,104808,1391862,77664,89289,93442,142249
2021-06-21,25,AL,4758560,97050,3285448,67006,78463,84391,139394
2021-06-21,25,SC,5238505,101744,4039136,78449,91245,97169,156739
2021-06-21,25,AZ,8021020,110198,6347847,87211,102277,107891,157608
2021-06-21,25,KY,4411665,98746,3910764,87535,102721,108952,156871
2021-06-21,25,MA,9628260,139692,8680160,125936,143886,147796,175999
2021-06-21,25,VA,10225595,119801,9040430,105915,123389,127877,165555
2021-06-21,25,IA,3425225,108563,2993465,94878,111851,118222,172151
2021-06-21,25,NH,1806250,132841,1500484,110353,125140,129063,166128
2021-06-21,25,MT,1102395,103145,921549,86225,100418,105892,154434
2021-06-21,25,WY,513015,88641,413169,71389,84193,90438,144867
2021-06-21,25,CA,48577915,122944,41584951,105246,123288,128373,165584
2021-06-21,25,CT,4678675,131229,4320717,121188,139060,143515,182466
2021-06-21,25,MO,6064045,98804,5009706,81625,95677,101445,152844
2021-06-21,25,MN,6479520,114893,5754966,102045,120104,125416,170186
2021-06-21,25,MI,11523660,115388,9277147,92894,107933,113160,159384
2021-06-21,25,UT,3196670,99710,2759165,86064,106420,114645,164394
2021-06-21,25,ID,1656570,92698,1302916,72908,0,97287,155343
2021-06-21,25,FL,24590285,114492,20477457,95343,109486,115225,173238
2021-06-21,25,AR,2817700,93369,2190235,72577,85490,91515,140355
2021-06-21,25,TN,7255050,106236,5163651,75612,88476,94508,150724
2021-06-21,25,LA,4012140,86305,3278754,70529,83567,90099,152733
2021-06-20,25,OK,3996710,101004,3192902,80691,96016,103080,156349
2021-06-20,25,MI,11523660,115388,9239419,92516,107494,112798,159205
2021-06-20,25,TX,31438315,108423,25000644,86221,103712,110419,157377
2021-06-20,25,ID,1656570,92698,1300774,72788,0,97128,155264
2021-06-20,25,SC,5238505,101744,4027578,78225,90987,96938,156632
2021-06-20,25,MS,2643905,88836,1861491,62547,73824,80352,138557
2021-06-20,25,LA,4012140,86305,3272827,70402,83416,89962,152664
2021-06-20,25,CT,4678675,131229,4310078,120890,138718,143246,182384
2021-06-20,25,AK,825625,112860,639941,87478,104859,110277,152204
2021-06-20,25,NE,2069710,106994,1785263,92290,110363,117439,170735
2021-06-20,25,DE,1265495,129959,1005846,103295,119750,124593,174510
2021-06-20,25,GA,11051315,104087,8100191,76291,90103,96760,154915
2021-06-20,25,NH,1806250,132841,1497597,110141,124900,128883,166071
2021-06-20,25,NY,23615385,121394,21211927,109039,126454,131895,161146
2021-06-20,25,OR,5604375,132876,4432588,105094,121211,125483,160334
2021-06-20,25,WV,1878315,104808,1379809,76992,88516,92755,141807
2021-06-20,25,FL,24590285,114492,20477347,95342,109485,115225,173238
2021-06-20,25,MN,6479520,114893,5745097,101870,119903,125261,170143
2021-06-20,25,IA,3425225,108563,2988914,94734,111681,118085,172109
2021-06-20,25,AL,4758560,97050,3282193,66940,78385,84322,139366
2021-06-20,25,NM,2339245,111561,2292176,109316,128228,134256,168912
2021-06-20,25,VT,912630,146257,838245,134337,152125,155325,201203
2021-06-20,25,MT,1102395,103145,920638,86139,100319,105810,154394
2021-06-20,25,SD,952065,107619,805667,91071,109151,116585,171393
2021-06-20,25,NV,3023840,98172,2682974,87105,102332,108610,152996
2021-06-20,25,PA,15473895,120871,13609746,106310,122785,128401,179379
2021-06-20,25,IL,14528485,114652,12573511,99224,115722,120807,160267
2021-06-20,25,CA,48577915,122944,41478634,104977,122979,128122,165494
2021-06-20,25,VA,10225595,119801,9025335,105739,123186,127707,165503
2021-06-20,25,MA,9628260,139692,8656159,125588,143497,147488,175886
2021-06-20,25,AZ,8021020,110198,6347146,87201,102265,107879,157606
2021-06-20,25,KY,4411665,98746,3902495,87350,102504,108757,156786
2021-06-20,25,NJ,11412635,128489,9875233,111180,129616,135178,165324
2021-06-20,25,NC,11594650,110551,8524586,81279,94745,100206,152771
2021-06-20,25,WY,513015,88641,413112,71379,84181,90426,144863
2021-06-20,25,ND,709060,93045,634945,83319,99515,105857,161083
2021-06-20,25,WA,9293435,122043,8334774,109454,128197,132895,172700
2021-06-20,25,HI,1925920,136024,1661228,117329,136841,141505,179602
2021-06-20,25,OH,12291785,105156,10489819,89740,104889,110654,162118
2021-06-20,25,CO,6963445,120920,6037353,104838,121989,126924,166723
2021-06-20,25,IN,6615380,98264,5473543,81304,95938,102064,161807
2021-06-20,25,RI,1496785,141291,1244118,117440,134129,138463,182373
2021-06-20,25,UT,3196670,99710,2759064,86061,106416,114641,164394
2021-06-20,25,WI,6066895,104199,5774587,99178,115490,121514,178702
2021-06-20,25,TN,7255050,106236,5152810,75453,88290,94343,150638
2021-06-20,25,MO,6064045,98804,5009230,81618,95668,101436,152843
2021-06-20,25,MD,8354700,138193,6659746,110157,128987,133456,168470
2021-06-20,25,AR,2817700,93369,2185888,72433,85323,91373,140288
2021-06-20,25,KS,3057805,104960,2438328,83696,99450,106452,163346
2021-06-20,25,ME,1840150,136894,1582708,117742,133561,137543,176297
2021-06-19,24,IL,14528485,114652,12548114,99024,115494,120626,160143
2021-06-19,24,FL,24590285,114492,20359238,94792,108854,114655,172984
2021-06-19,24,CT,4678675,131229,4301684,120655,138447,143017,182275
2021-06-19,24,NH,1806250,132841,1497072,110102,124856,128847,166058
2021-06-19,24,KY,4411665,98746,3894258,87165,102287,108569,156660
2021-06-19,24,SC,5238505,101744,4017725,78034,90767,96736,156513
2021-06-19,24,TX,31438315,108423,24909954,85909,103336,110093,157106
2021-06-19,24,CA,48577915,122944,41346145,104641,122593,127805,165353
2021-06-19,24,NV,3023840,98172,2676774,86904,102095,108404,152895
2021-06-19,24,MT,1102395,103145,919169,86002,100159,105670,154287
2021-06-19,24,MI,11523660,115388,9239321,92515,107493,112797,159203
2021-06-19,24,KS,3057805,104960,2433540,83532,99255,106299,163240
2021-06-19,24,OH,12291785,105156,10466803,89543,104659,110460,161985
2021-06-19,24,RI,1496785,141291,1244088,117438,134126,138459,182371
2021-06-19,24,WV,1878315,104808,1376376,76800,88295,92558,141690
2021-06-19,24,AR,2817700,93369,2180298,72248,85108,91189,140177
2021-06-19,24,PA,15473895,120871,13571908,106014,122445,128114,179225
2021-06-19,24,MS,2643905,88836,1861457,62546,73822,80351,138556
2021-06-19,24,NJ,11412635,128489,9837200,110752,129117,134765,165152
2021-06-19,24,TN,7255050,106236,5140035,75266,88071,94143,150486
2021-06-19,24,WA,9293435,122043,8307334,109093,127775,132543,172546
2021-06-19,24,MO,6064045,98804,4998531,81443,95464,101261,152764
2021-06-19,24,NE,2069710,106994,1785205,92287,110359,117436,170733
2021-06-19,24,AL,4758560,97050,3275273,66799,78220,84174,139293
2021-06-19,24,MN,6479520,114893,5732364,101644,119645,125069,170037
2021-06-19,24,IA,3425225,108563,2982657,94535,111447,117899,172011
2021-06-19,24,ID,1656570,92698,1298562,72665,0,96964,155175
2021-06-19,24,AZ,8021020,110198,6331444,86986,102012,107669,157498
2021-06-19,24,MD,8354700,138193,6659569,110154,128983,133454,168468
2021-06-19,24,HI,1925920,136024,1657518,117067,136544,141293,179525
2021-06-19,24,ME,1840150,136894,1582343,117715,133531,137512,176282
2021-06-19,24,NM,2339245,111561,2278047,108642,127438,133651,168635
2021-06-19,24,MA,9628260,139692,8638077,125326,143206,147275,175790
2021-06-19,24,ND,709060,93045,633888,83181,99352,105723,161024
2021-06-19,24,VT,912630,146257,835927,133965,151705,155016,201031
2021-06-19,24,WI,6066895,104199,5763920,98995,115277,121348,178611
2021-06-19,24,VA,10225595,119801,9001714,105462,122870,127453,165399
2021-06-19,24,CO,6963445,120920,6019979,104536,121645,126639,166631
2021-06-19,24,AK,825625,112860,638888,87334,104693,110155,152133
2021-06-19,24,NC,11594650,110551,8501475,81058,94493,99994,152664
2021-06-19,24,OR,5604375,132876,4418885,104769,120842,125167,160167
2021-06-19,24,IN,6615380,98264,5460841,81115,95715,101882,161719
2021-06-19,24,DE,1265495,129959,1005805,103290,119745,124588,174505
2021-06-19,24,UT,3196670,99710,2759029,86059,106415,114640,164393
2021-06-19,24,OK,3996710,101004,3186370,80525,95819,102902,156162
2021-06-19,24,NY,23615385,121394,21151658,108729,126095,131596,160978
2021-06-19,24,SD,952065,107619,805461,91048,109123,116566,171390
2021-06-19,24,LA,4012140,86305,3265742,70249,83236,89797,152563
2021-06-19,24,WY,513015,88641,413046,71368,84168,90414,144850
2021-06-19,24,GA,11051315,104087,8099160,76282,90091,96748,154912
2021-06-18,24,FL,24453205,113854,20276370,94406,108411,114258,172789
2021-06-18,24,NJ,11368015,127987,9799660,110329,128624,134367,164966
2021-06-18,24,TX,31303415,107958,24837998,85660,103037,109842,156927
2021-06-18,24,DE,1262455,129647,1001204,102818,119197,124143,174291
2021-06-18,24,PA,15458235,120749,13535439,105729,122116,127834,179005
2021-06-18,24,CA,48498755,122744,41189877,104246,122138,127426,165183
2021-06-18,24,KS,3052105,104764,2427645,83329,99014,106104,163114
2021-06-18,24,MI,11507140,115223,9185778,91979,106870,112280,158872
2021-06-18,24,IN,6602010,98066,5444218,80868,95424,101634,161580
2021-06-18,24,IL,14473895,114221,12496568,98617,115028,120246,159948
2021-06-18,24,AK,825625,112860,637512,87146,104473,109987,152052
2021-06-18,24,OR,5586365,132449,4405722,104457,120488,124863,159994
2021-06-18,24,AR,2809210,93088,2173705,72029,84854,90963,140017
2021-06-18,24,NH,1803430,132633,1491368,109683,124380,128482,165884
2021-06-18,24,ME,1835190,136525,1577123,117327,133090,137145,176143
2021-06-18,24,ID,1654060,92557,1295187,72476,0,96712,155015
2021-06-18,24,LA,4000840,86062,3255498,70029,82975,89557,152425
2021-06-18,24,TN,7235960,105957,5123965,75031,87796,93897,150283
2021-06-18,24,MA,9605260,139358,8612018,124948,142785,146957,175661
2021-06-18,24,OH,12261205,104894,10438706,89303,104378,110220,161821
2021-06-18,24,MS,2627385,88281,1861193,62537,73812,80342,138554
2021-06-18,24,WY,511705,88414,412024,71191,83960,90232,144709
2021-06-18,24,ND,708660,92992,632342,82978,99114,105534,160939
2021-06-18,24,CT,4660855,130729,4288566,120287,138025,142677,182127
2021-06-18,24,RI,1493905,141019,1241067,117152,133800,138180,182242
2021-06-18,24,MN,6466740,114666,5712582,101294,119242,124756,169891
2021-06-18,24,AZ,7995520,109848,6311129,86707,101685,107401,157353
2021-06-18,24,IA,3416605,108289,2972204,94204,111056,117588,171862
2021-06-18,24,HI,1922410,135776,1653891,116811,136251,141068,179414
2021-06-18,24,NV,3007290,97634,2667757,86611,101751,108106,152758
2021-06-18,24,OK,3984570,100697,3177292,80296,95546,102668,156024
2021-06-18,24,NC,11566820,110285,8480489,80858,94263,99802,152563
2021-06-18,24,NY,23576255,121192,21067193,108295,125591,131161,160718
2021-06-18,24,WA,9265975,121682,8273921,108654,127262,132113,172344
2021-06-18,24,GA,11005905,103659,8098203,76273,90081,96738,154907
2021-06-18,24,MD,8342780,137996,6640011,109831,128605,133135,168313
2021-06-18,24,NE,2064010,106700,1785078,92280,110351,117430,170729
2021-06-18,24,CO,6931935,120373,5992415,104058,121101,126215,166451
2021-06-18,24,MT,1098975,102825,917101,85808,99933,105485,154160
2021-06-18,24,VT,910980,145993,832904,133481,151156,154642,200813
2021-06-18,24,SC,5215745,101302,4005344,77793,90490,96493,156373
2021-06-18,24,UT,3189930,99500,2758941,86057,106411,114637,164390
2021-06-18,24,SD,949445,107323,805099,91007,109074,116532,171382
2021-06-18,24,MO,6037985,98380,4990217,81308,95305,101124,152682
2021-06-18,24,WI,6049145,103894,5743485,98644,114868,121030,178453
2021-06-18,24,VA,10209725,119615,8972583,105121,122480,127142,165238
2021-06-18,24,WV,1876585,104712,1375056,76727,88211,92494,141645
2021-06-18,24,NM,2334725,111346,2272676,108386,127138,133402,168476
2021-06-18,24,AL,4734100,96552,3254330,66372,77719,83708,138983
2021-06-18,24,KY,4403815,98571,3880738,86863,101932,108269,156485
2021-06-17,24,NM,2332335,111232,2262337,107893,126560,132961,168280
2021-06-17,24,WA,9236885,121300,8241593,108230,126764,131721,172157
2021-06-17,24,AL,4726010,96387,3253283,66350,77694,83683,138967
2021-06-17,24,MD,8318810,137599,6612831,109381,128078,132744,168098
2021-06-17,24,DE,1261615,129561,997058,102392,118704,123764,174108
2021-06-17,24,WY,511285,88342,410284,70890,83605,89924,144516
2021-06-17,24,AZ,7966240,109446,6292764,86454,101389,107164,157230
2021-06-17,24,KY,4396025,98396,3866548,86545,101559,107978,156328
2021-06-17,24,SD,949445,107323,803090,90780,108802,116343,171266
2021-06-17,24,TN,7223220,105770,5110100,74827,87558,93681,150106
2021-06-17,24,ME,1834530,136476,1572628,116993,132711,136840,176009
2021-06-17,24,NV,2993960,97202,2657281,86271,101352,107761,152610
2021-06-17,24,MO,6025575,98178,4920661,80175,93977,99846,151957
2021-06-17,24,IA,3408175,108022,2963998,93944,110750,117367,171754
2021-06-17,24,NC,11553640,110160,8461283,80675,94052,99631,152471
2021-06-17,24,VT,910560,145926,830662,133121,150751,154330,200650
2021-06-17,24,WV,1872325,104474,1373115,76618,88086,92402,141577
2021-06-17,24,AK,824965,112770,636187,86965,104262,109832,151957
2021-06-17,24,MI,11486550,115017,9185561,91976,106867,112277,158869
2021-06-17,24,OR,5574805,132175,4389478,104072,120053,124510,159808
2021-06-17,24,CA,48447345,122614,41042422,103873,121708,127067,165010
2021-06-17,24,NH,1803290,132623,1490887,109647,124340,128448,165877
2021-06-17,24,CT,4655855,130589,4276700,119954,137643,142367,181978
2021-06-17,24,WI,6038545,103712,5728823,98392,114575,120809,178335
2021-06-17,24,MS,2625365,88213,1856117,62366,73611,80152,138428
2021-06-17,24,HI,1921850,135736,1649657,116512,135910,140816,179288
2021-06-17,24,CO,6918235,120135,5978822,103822,120833,125999,166347
2021-06-17,24,NJ,11338785,127658,9769651,109991,128230,134040,164800
2021-06-17,24,ND,708420,92961,631234,82832,98945,105409,160869
2021-06-17,24,UT,3181830,99247,2758879,86055,106409,114634,164389
2021-06-17,24,MA,9591690,139161,8588503,124606,142404,146665,175549
2021-06-17,24,LA,3993450,85903,3247015,69846,82758,89361,152302
2021-06-17,24,NY,23513645,120871,21009772,108000,125249,130868,160539
2021-06-17,24,SC,5206955,101131,3994316,77579,90244,96268,156227
2021-06-17,24,IN,6596750,97988,5427988,80627,95140,101394,161446
2021-06-17,24,GA,10989855,103508,8097319,76264,90071,96728,154902
2021-06-17,24,MT,1098975,102825,915033,85615,99708,105319,154029
2021-06-17,24,TX,31231725,107711,24735511,85307,102612,109484,156684
