Date,MMWR_week,Location,Distributed,Dist_Per_100K,Administered,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus
2021-11-01,44,IA,4712175,149352,3730570,118240,139391,144334,208820
2021-11-01,44,TN,9397820,137613,7457981,109208,127787,133247,195768
2021-11-01,44,HI,2573660,181772,1981983,139983,163269,166254,205367
2021-11-01,44,AZ,10822530,148687,8839037,121437,142407,146194,200599
2021-11-01,44,ME,2382790,177263,1971186,146642,166343,169382,217674
2021-11-01,44,MD,10957320,181242,8568890,141736,165958,168244,211068
2021-11-01,44,FL,35504825,165310,28662067,133450,153256,157107,213466
2021-11-01,44,ND,1027300,134805,811183,106446,127132,132022,195436
2021-11-01,44,WI,8343035,143291,7391761,126953,147831,152505,219589
2021-11-01,44,KY,6386475,142949,4928041,110304,129444,134201,189922
2021-11-01,44,MO,8506665,138603,6820795,111134,130266,134789,191612
2021-11-01,44,RI,1851795,174803,1576399,148807,169949,172400,225140
2021-11-01,44,OH,16543315,141528,13087885,111967,130867,135632,196394
2021-11-01,44,SD,1348145,152391,1028777,116291,139374,144373,204770
2021-11-01,44,NH,2353690,173102,1926363,141674,160629,162861,210848
2021-11-01,44,WY,742865,128355,569216,98351,115987,121291,181839
2021-11-01,44,MT,1488865,139305,1191848,111515,129864,134138,192022
2021-11-01,44,WA,12580695,165212,10326133,135604,158824,161892,208887
2021-11-01,44,AL,7263250,148133,4884730,99624,116656,121528,176589
2021-11-01,44,UT,4432670,138264,3699513,115395,142676,147352,203006
2021-11-01,44,NE,2831460,146373,2337486,120837,144497,149404,211670
2021-11-01,44,OR,7330525,173802,5652352,134014,154568,157704,199325
2021-11-01,44,NV,4368360,141823,3660182,118831,139603,143736,188020
2021-11-01,44,MN,8653890,153448,7259117,128716,151515,155504,217027
2021-11-01,44,AR,4451610,147512,3262828,108119,127384,131394,179814
2021-11-01,44,IL,19510615,153969,16270750,128401,149748,153147,198425
2021-11-01,44,MI,14779060,147985,11549214,115644,134365,138929,196337
2021-11-01,44,WV,3175295,177178,1590951,88773,102064,105886,155272
2021-11-01,44,NM,3257755,155366,2835542,135230,158620,162579,204766
2021-11-01,44,OK,5424410,137085,4509104,113953,135594,140943,199542
2021-11-01,44,AK,1155005,157886,877941,120012,143820,147986,195153
2021-11-01,44,DE,1708665,175470,1290754,132553,153669,156851,210753
2021-11-01,44,NC,16053970,153069,12437996,118592,138274,142459,198999
2021-11-01,44,VA,14043495,164530,11834418,138649,161529,164144,208508
2021-11-01,44,TX,44753685,154345,34656838,119523,143763,147524,196272
2021-11-01,44,ID,2475920,138547,1730965,96861,0,129193,195896
2021-11-01,44,KS,4255715,146078,3356936,115227,136916,141321,203398
2021-11-01,44,NJ,15175075,170848,12354966,139098,162161,165149,198957
2021-11-01,44,MS,4109735,138089,2978295,100072,118108,123142,180142
2021-11-01,44,PA,21151485,165220,17711617,138351,159781,164031,224677
2021-11-01,44,CA,63306225,160219,54438245,137776,161407,164223,207162
2021-11-01,44,NY,32213095,165590,27675569,142265,164983,167938,192903
2021-11-01,44,IN,9121710,135493,7262261,107873,127287,132457,200514
2021-11-01,44,CO,9022615,156677,7778952,135081,157184,160820,214010
2021-11-01,44,MA,12060960,174987,10497183,152299,173990,176156,215277
2021-10-31,44,GA,15815485,148958,11481688,108140,127712,132749,190322
2021-10-31,44,ID,2477340,138626,1725915,96578,0,128815,195124
2021-10-31,44,CO,9024035,156702,7748753,134556,156572,160161,212672
2021-10-31,44,NC,16061070,153136,12392745,118160,137770,141921,197862
2021-10-31,44,AZ,10824600,148716,8814272,121097,142008,145766,199691
2021-10-31,44,WV,3176695,177256,1590905,88771,102061,105883,155266
2021-10-31,44,OH,16544075,141534,13051101,111652,130499,135236,195563
2021-10-31,44,VT,1166880,187003,980062,157064,177809,179942,243782
2021-10-31,44,KY,6388275,142989,4914845,110009,129098,133829,189223
2021-10-31,44,NV,4370460,141891,3648724,118459,139166,143272,187047
2021-10-31,44,WA,12581595,165224,10326063,135604,158823,161891,208886
2021-10-31,44,ME,2383090,177285,1970022,146556,166245,169277,217389
2021-10-31,44,AL,7266450,148199,4874827,99422,116420,121276,176126
2021-10-31,44,NY,32217445,165612,27632406,142043,164725,167670,192412
2021-10-31,44,FL,35515625,165360,28594539,133136,152895,156727,212710
2021-10-31,44,NM,3259655,155456,2829415,134938,158277,162208,204008
2021-10-31,44,TN,9399820,137642,7457778,109205,127783,133243,195764
2021-10-31,44,KS,4258815,146185,3348974,114954,136591,140970,202754
2021-10-31,44,WY,742965,128372,569168,98343,115978,121280,181824
2021-10-31,44,MS,4112335,138176,2978090,100065,118100,123133,180125
2021-10-31,44,WI,8346235,143346,7374991,126665,147496,152144,218890
2021-10-31,44,LA,6230460,134023,4883767,105054,124471,129860,192971
2021-10-31,44,MA,12061860,175000,10464368,151822,173444,175576,214131
2021-10-31,44,DE,1708865,175491,1290723,132550,153665,156847,210750
2021-10-31,44,HI,2573760,181779,1980787,139899,163170,166150,205186
2021-10-31,44,AR,4454210,147598,3256987,107926,127155,131146,179374
2021-10-31,44,CT,6211115,174211,5401889,151513,173863,176308,225830
2021-10-31,44,NH,2353890,173117,1915934,140907,159764,161933,208461
2021-10-31,44,MI,14782960,148024,11517164,115323,133992,138527,195553
2021-10-31,44,MO,8510365,138663,6819845,111119,130248,134769,191544
2021-10-31,44,SD,1348445,152425,1028110,116215,139284,144276,204515
2021-10-31,44,OK,5427550,137164,4501331,113757,135361,140692,199062
2021-10-31,44,IA,4714875,149438,3730566,118240,139391,144334,208820
2021-10-31,44,SC,7664965,148871,5730131,111292,129463,134189,197796
2021-10-31,44,NE,2832860,146446,2336339,120778,144426,149325,211433
2021-10-31,44,TX,44773525,154413,34598563,119322,143521,147268,195762
2021-10-31,44,RI,1851895,174812,1571070,148304,169375,171790,223870
2021-10-31,44,OR,7331425,173824,5651843,134002,154554,157689,199270
2021-10-31,44,MT,1489065,139324,1191797,111510,129859,134133,192017
2021-10-31,44,CA,63317305,160247,54303185,137434,161006,163799,206256
2021-10-31,44,IL,19514815,154002,16217117,127978,149253,152617,197334
2021-10-31,44,PA,21155025,165248,17661174,137956,159326,163544,223725
2021-10-31,44,VA,14044995,164548,11792158,138154,160951,163525,207312
2021-10-31,44,MD,10957720,181249,8551141,141442,165614,167877,210350
2021-10-31,44,NJ,15176475,170864,12334361,138866,161891,164860,198431
2021-10-31,44,ND,1027300,134805,803404,105425,125911,130703,192648
2021-10-31,44,AK,1155005,157886,871621,119148,142783,146871,192485
2021-10-31,44,UT,4434170,138310,3699512,115395,142676,147352,203006
2021-10-31,44,MN,8656090,153487,7237372,128331,151060,155013,216013
2021-10-31,44,IN,9124410,135533,7245521,107625,126993,132141,199886
2021-10-30,43,HI,2572790,181711,1977336,139655,162886,165860,204695
2021-10-30,43,NM,3259655,155456,2819865,134482,157743,161632,202770
2021-10-30,43,WI,8346635,143353,7341635,126092,146828,151426,217318
2021-10-30,43,FL,35515415,165359,28505389,132721,152418,156221,211633
2021-10-30,43,OH,16545175,141544,12991031,111138,129898,134588,194126
2021-10-30,43,MO,8511265,138678,6801841,110826,129904,134399,190806
2021-10-30,43,IA,4714875,149438,3730247,118230,139379,144321,208787
2021-10-30,43,VT,1165710,186816,974504,156173,176800,178865,241367
2021-10-30,43,ND,1027300,134805,803017,105374,125850,130638,192499
2021-10-30,43,AK,1155265,157921,871548,119138,142771,146857,192459
2021-10-30,43,VA,14039405,164482,11742275,137570,160269,162792,205643
2021-10-30,43,MT,1488095,139233,1191554,111488,129832,134105,191982
2021-10-30,43,NY,32222585,165638,27550651,141623,164238,167164,191502
2021-10-30,43,ID,2477020,138608,1716150,96032,0,128086,193428
2021-10-30,43,MI,14782090,148015,11468579,114837,133427,137917,194173
2021-10-30,43,NC,16063170,153156,12347937,117733,137271,141387,196842
2021-10-30,43,KS,4259115,146195,3333130,114410,135945,140269,201161
2021-10-30,43,OK,5429150,137205,4482475,113280,134794,140076,197576
2021-10-30,43,ME,2382950,177275,1968998,146480,166158,169183,217178
2021-10-30,43,CO,9025195,156722,7711418,133908,155816,159346,210829
2021-10-30,43,AR,4455410,147637,3243552,107481,126630,130581,178074
2021-10-30,43,TN,9401140,137661,7457053,109194,127771,133230,195748
2021-10-30,43,WV,3176695,177256,1590407,88743,102029,105848,155196
2021-10-30,43,TX,44779195,154433,34509513,119015,143152,146874,194964
2021-10-30,43,NJ,15160695,170686,12301100,138492,161454,164396,197559
2021-10-30,43,LA,6233640,134092,4866322,104679,124026,129385,191957
2021-10-30,43,CT,6208875,174148,5401036,151490,173835,176278,225757
2021-10-30,43,GA,15816775,148970,11480849,108132,127703,132739,190300
2021-10-30,43,WA,12585615,165276,10325750,135599,158819,161886,208875
2021-10-30,43,PA,21157695,165269,17593729,137430,158717,162892,222292
2021-10-30,43,IN,9125710,135553,7210543,107105,126380,131477,198162
2021-10-30,43,UT,4434510,138321,3699220,115386,142664,147339,202966
2021-10-30,43,OR,7330455,173801,5626005,133389,153846,156931,197510
2021-10-30,43,SC,7665865,148889,5708792,110878,128980,133673,196647
2021-10-30,43,AL,7264740,148164,4866607,99254,116223,121064,175624
2021-10-30,43,SD,1348745,152459,1027480,116144,139198,144186,204385
2021-10-30,43,NV,4369890,141872,3636422,118060,138697,142773,185910
2021-10-30,43,WY,743065,128389,568969,98308,115937,121237,181740
2021-10-30,43,DE,1708865,175491,1290577,132535,153647,156828,210702
2021-10-30,43,MA,12061430,174993,10425045,151252,172791,174876,212555
2021-10-30,43,RI,1851895,174812,1564114,147647,168625,170987,221899
2021-10-30,43,MS,4113235,138207,2977710,100052,118084,123117,180100
2021-10-30,43,NH,2353890,173117,1913579,140734,159568,161725,208048
2021-10-30,43,MN,8656790,153499,7201341,127692,150306,154200,214077
2021-10-30,43,MD,10953240,181175,8488788,140411,164407,166585,207594
2021-10-30,43,CA,63316725,160246,54091213,136897,160376,163129,204698
2021-10-30,43,AZ,10826310,148739,8786281,120712,141557,145285,198581
2021-10-30,43,IL,19517695,154024,16098900,127045,148164,151489,195231
2021-10-30,43,NE,2833280,146468,2335904,120755,144399,149295,211362
2021-10-30,43,KY,6387905,142981,4891252,109481,128478,133160,187728
2021-10-29,43,MT,1478305,138317,1184459,110824,129060,133281,190248
2021-10-29,43,FL,35239695,164075,28417402,132311,151948,155719,210522
2021-10-29,43,VA,13872115,162522,11693835,137002,159606,162080,203873
2021-10-29,43,OR,7288435,172804,5602359,132829,153197,156241,195831
2021-10-29,43,LA,6164750,132610,4847163,104267,123538,128861,190799
2021-10-29,43,NE,2820810,145823,2327593,120326,143885,148737,209953
2021-10-29,43,NC,15905890,151657,12294458,117223,136677,140754,195527
2021-10-29,43,MS,4089245,137401,2977515,100046,118077,123108,180083
2021-10-29,43,AR,4414670,146287,3231698,107088,126167,130083,176848
2021-10-29,43,HI,2568600,181415,1969372,139093,162228,165170,203215
2021-10-29,43,TX,44492685,153445,34401476,118643,142704,146389,193761
2021-10-29,43,CT,6152795,172575,5379321,150880,173136,175525,223923
2021-10-29,43,NY,32018665,164590,27471913,141218,163769,166672,190575
2021-10-29,43,CA,62817125,158982,53909375,136437,159835,162554,203240
2021-10-29,43,UT,4404140,137374,3665196,114325,141352,145947,199893
2021-10-29,43,AL,7220460,147261,4847422,98863,115765,120568,174421
2021-10-29,43,PA,21036165,164320,17515023,136815,158007,162135,220563
2021-10-29,43,KY,6356215,142271,4870931,109026,127944,132586,186376
2021-10-29,43,WA,12520855,164426,10285260,135068,158196,161220,207165
2021-10-29,43,IN,9065700,134661,7182385,106687,125887,130942,196694
2021-10-29,43,CO,8976225,155871,7680360,133369,155187,158666,209262
2021-10-29,43,MD,10832830,179183,8488592,140408,164403,166580,207579
2021-10-29,43,ME,2363080,175797,1958722,145715,165291,168257,215148
2021-10-29,43,SD,1337595,151199,1021666,115487,138410,143341,202404
2021-10-29,43,WV,3156975,176156,1589638,88700,101980,105795,155099
2021-10-29,43,NM,3235535,154306,2811799,134098,157292,161145,201639
2021-10-29,43,VT,1148620,184077,968719,155246,175750,177744,238693
2021-10-29,43,NH,2338640,171995,1908129,140333,159113,161239,206807
2021-10-29,43,WY,738615,127620,568759,98272,115894,121191,181624
2021-10-29,43,RI,1838005,173501,1558204,147089,167988,170309,220196
2021-10-29,43,OK,5377410,135897,4465341,112847,134278,139519,196158
2021-10-29,43,NV,4346320,141107,3624178,117662,138230,142273,184737
2021-10-29,43,MN,8603110,152547,7163740,127025,149519,153348,211935
2021-10-29,43,SC,7588405,147384,5689244,110498,128538,133199,195503
2021-10-29,43,NJ,15078635,169763,12258776,138015,160899,163800,196228
2021-10-29,43,DE,1698295,174405,1290456,132522,153633,156812,210657
2021-10-29,43,OH,16474045,140935,12929897,110615,129287,133929,192502
2021-10-29,43,MA,11899300,172641,10392465,150779,172249,174298,211155
2021-10-29,43,KS,4229105,145165,3318381,113904,135343,139618,199670
2021-10-29,43,IA,4693015,148745,3709734,117580,138613,143489,206583
2021-10-29,43,IL,19382615,152958,16021670,126435,147452,150719,193324
2021-10-29,43,AZ,10763780,147880,8757052,120310,141086,144785,197402
2021-10-29,43,AK,1153055,157619,867221,118547,142060,146099,190503
2021-10-29,43,MI,14698110,147175,11421987,114370,132885,137332,192727
2021-10-29,43,MO,8468015,137973,6749321,109970,128901,133319,188239
2021-10-29,43,GA,15638285,147289,11360728,107001,126366,131297,186286
2021-10-29,43,TN,9338640,136746,7428473,108776,127281,132702,194426
2021-10-29,43,ND,1018620,133666,797989,104714,125061,129790,190363
2021-10-29,43,ID,2464110,137886,1708246,95589,0,127496,191938
2021-10-29,43,WI,8258605,141841,7306428,125488,146124,150668,215703
2021-10-28,43,KS,4189435,143803,3304696,113434,134785,139015,198213
2021-10-28,43,CT,6086525,170716,5357571,150270,172436,174773,222034
2021-10-28,43,NC,15736130,150038,12251122,116810,136195,140238,194374
2021-10-28,43,UT,4355130,135845,3664969,114317,141343,145937,199859
2021-10-28,43,MT,1464145,136992,1178365,110253,128396,132568,188739
2021-10-28,43,KY,6280145,140569,5282155,118231,138748,143470,194629
2021-10-28,43,IN,8990870,133550,7143665,106112,125208,130206,194544
2021-10-28,43,WI,8164205,140220,7273809,124927,145472,149968,214034
2021-10-28,43,ME,2338330,173955,1948534,144957,164432,167340,213059
2021-10-28,43,SC,7536555,146377,5668206,110090,128062,132687,194266
2021-10-28,43,WY,731765,126437,565644,97734,115259,120504,179907
2021-10-28,43,MD,10771710,178172,8488260,140402,164396,166573,207573
2021-10-28,43,RI,1826245,172391,1552354,146537,167357,169639,218505
2021-10-28,43,PA,20803935,162505,17447607,136288,157399,161487,218943
2021-10-28,43,AL,7163060,146090,4827200,98450,115282,120046,173059
2021-10-28,43,WA,12357105,162275,10249518,134598,157646,160638,205761
2021-10-28,43,GA,15557365,146527,11360060,106995,126359,131288,186267
2021-10-28,43,AZ,10673230,146636,8727934,119910,140617,144286,196235
2021-10-28,43,TX,44221085,152508,34292378,118266,142251,145908,192535
2021-10-28,43,NY,31798375,163458,27387977,140786,163268,166147,189512
2021-10-28,43,FL,35008925,163001,28354807,132020,151613,155364,209750
2021-10-28,43,AK,1140925,155961,863531,118042,141454,145448,188872
2021-10-28,43,MN,8530430,151259,7135788,126529,148934,152718,210267
2021-10-28,43,OK,5320800,134466,4448436,112420,133770,138966,194715
2021-10-28,43,VA,13750915,161102,11691565,136975,159575,162046,203795
2021-10-28,43,IA,4667935,147950,3690242,116962,137885,142698,204436
2021-10-28,43,ND,1015540,133262,794566,104265,124524,129217,189033
2021-10-28,43,LA,6130320,131869,4831989,103941,123151,128448,189900
2021-10-28,43,WV,3137555,175072,1588844,88656,101929,105740,154990
2021-10-28,43,OR,7200945,170730,5579756,132293,152578,155582,194188
2021-10-28,43,DE,1672295,171735,1290314,132508,153616,156794,210610
2021-10-28,43,MS,4054645,136238,2957744,99382,117293,122261,178016
2021-10-28,43,HI,2553310,180335,1969150,139077,162210,165150,203190
2021-10-28,43,NV,4301670,139658,3612712,117290,137793,141807,183671
2021-10-28,43,MI,14572780,145920,11374039,113890,132327,136730,191197
2021-10-28,43,NM,3209565,153068,2800041,133537,156634,160432,200025
2021-10-28,43,CO,8906305,154657,7651943,132875,154611,158047,207842
2021-10-28,43,NH,2313470,170144,1901441,139842,158555,160641,205182
2021-10-28,43,OH,16313635,139563,12861705,110032,128605,133196,190727
2021-10-28,43,MA,11807440,171308,10356035,150251,171644,173652,209585
2021-10-28,43,CA,62407505,157945,53719846,135958,159272,161957,201738
2021-10-28,43,ID,2434900,136251,1699050,95075,0,126810,190277
2021-10-28,43,NJ,14948525,168298,12217932,137555,160363,163223,194849
2021-10-28,43,NE,2782630,143849,2318461,119854,143320,148124,208376
2021-10-28,43,SD,1324315,149698,1016852,114943,137758,142640,200647
2021-10-28,43,VT,1144350,183393,964013,154492,174896,176833,236793
2021-10-28,43,MO,8411045,137045,6724837,109571,128433,132814,186986
2021-10-28,43,IL,19187775,151421,15705319,123939,144530,147551,183788
2021-10-28,43,AR,4360520,144493,3216545,106586,125574,129439,175197
2021-10-28,43,TN,9246800,135401,7397726,108325,126754,132132,192994
2021-10-27,43,PA,20584245,160789,17298592,135124,156054,160061,215827
2021-10-27,43,WA,12222455,160507,10212125,134107,157071,160028,204307
2021-10-27,43,KS,4179155,143450,3291195,112971,134234,138418,196772
2021-10-27,43,DE,1657815,170248,1290219,132498,153605,156782,210581
2021-10-27,43,NE,2769970,143195,2310092,119421,142803,147564,207010
2021-10-27,43,IN,8957570,133055,7119183,105748,124779,129743,193264
2021-10-27,43,UT,4328350,135010,3657672,114090,141062,145643,199160
2021-10-27,43,KY,6240815,139688,5262162,117783,138223,142905,193243
2021-10-27,43,NC,15667170,149381,12207052,116390,135704,139713,193199
2021-10-27,43,MA,11741180,170347,10300165,149440,170715,172661,207248
2021-10-27,43,RI,1819275,171733,1543228,145675,166373,168594,215784
2021-10-27,43,TN,9213340,134911,7364052,107832,126177,131510,191405
2021-10-27,43,AK,1135685,155245,860049,117566,140882,144835,187307
2021-10-27,43,VT,1140020,182699,960686,153959,174292,176195,235489
2021-10-27,43,NY,31602965,162453,27303379,140352,162764,165619,188494
2021-10-27,43,NM,3196735,152456,2785978,132866,155847,159581,198210
2021-10-27,43,TX,44055335,151937,34149404,117773,141658,145267,190908
2021-10-27,43,CO,8829675,153327,7617448,132276,153913,157296,205984
2021-10-27,43,NH,2278770,167592,1898613,139634,158319,160390,204548
2021-10-27,43,IA,4636035,146939,3670258,116329,137138,141886,202225
2021-10-27,43,SD,1313975,148529,1012993,114507,137235,142075,199259
2021-10-27,43,NJ,14837985,167053,12178316,137109,159843,162667,193590
2021-10-27,43,OH,16117895,137888,12811065,109598,128099,132652,189393
2021-10-27,43,GA,15472285,145725,11359371,106988,126351,131280,186250
2021-10-27,43,AR,4350700,144168,3203398,106150,125060,128884,173773
2021-10-27,43,LA,6100610,131230,4815169,103579,122722,127989,188883
2021-10-27,43,CT,6040955,169438,5331905,149551,171610,173885,219891
2021-10-27,43,HI,2528230,178563,1964997,138784,161867,164791,202400
2021-10-27,43,MN,8476800,150308,7103620,125959,148261,152003,208464
2021-10-27,43,MS,4041645,135801,2957457,99372,117281,122248,177995
2021-10-27,43,AL,7123260,145278,4805213,98002,114757,119481,171643
2021-10-27,43,MO,8334485,135798,6698541,109142,127931,132272,185687
2021-10-27,43,AZ,10579670,145351,8693284,119434,140059,143692,194888
2021-10-27,43,OR,7163565,169844,5559310,131808,152018,154998,192767
2021-10-27,43,MD,10695110,176905,8453263,139823,163719,165848,205851
2021-10-27,43,ND,1004390,131799,791214,103825,123998,128652,187695
2021-10-27,43,WV,3132935,174815,1588246,88623,101890,105699,154914
2021-10-27,43,WY,723265,124968,563122,97298,114745,119953,178541
2021-10-27,43,ID,2416460,135219,1691184,94635,0,126222,188892
2021-10-27,43,WI,8110185,139292,7243291,124403,144862,149311,212387
2021-10-27,43,NV,4267880,138561,3597492,116796,137212,141191,182255
2021-10-27,43,ME,2327320,173136,1938217,144190,163561,166413,210850
2021-10-27,43,CA,61979205,156861,53508602,135423,158644,161293,200129
2021-10-27,43,IL,19112595,150828,15704678,123934,144524,147544,183774
2021-10-27,43,SC,7497605,145621,5641914,109579,127467,132050,192765
2021-10-27,43,FL,34931055,162638,28254950,131555,151079,154798,208480
2021-10-27,43,OK,5303280,134024,4428587,111919,133173,138320,192975
2021-10-27,43,VA,13685285,160333,11579358,135661,158039,160399,199757
2021-10-27,43,MI,14457510,144765,11322161,113371,131723,136079,189552
2021-10-27,43,MT,1446885,135378,1172257,109682,127730,131857,187230
2021-10-26,43,MT,1438095,134555,1168708,109350,127344,131450,186373
2021-10-26,43,NC,15503720,147822,12143834,115787,135001,138964,191682
2021-10-26,43,WI,8072765,138649,7222746,124050,144451,148870,211316
2021-10-26,43,MD,10617120,175615,8414424,139181,162967,165047,204069
2021-10-26,43,MS,4021275,135117,2930327,98460,116205,121106,175603
2021-10-26,43,LA,6082060,130831,4801994,103295,122387,127631,188117
2021-10-26,43,CT,6007045,168487,5318629,149178,171182,173430,218717
2021-10-26,43,NM,3151915,150318,2777502,132462,155373,159071,197150
2021-10-26,43,AL,7069650,144185,4779470,97477,114143,118820,169982
2021-10-26,43,IN,8903050,132245,7109839,105609,124615,129567,192772
2021-10-26,43,AR,4326450,143364,3191594,105759,124599,128387,172466
2021-10-26,43,UT,4280270,133510,3651697,113903,140831,145405,198698
2021-10-26,43,WY,717185,123918,561249,96975,114364,119547,177532
2021-10-26,43,MN,8441480,149681,7078894,125520,147744,151446,207148
2021-10-26,43,FL,34728575,161696,28188800,131247,150725,154424,207737
2021-10-26,43,ID,2396700,134114,1684715,94273,0,125739,187828
2021-10-26,43,NE,2744840,141896,2304755,119145,142473,147207,206127
2021-10-26,43,OR,7126045,168954,5543220,131426,151577,154533,191702
2021-10-26,43,MO,8280715,134922,6681567,108866,127607,131928,184887
2021-10-26,43,VA,13619725,159565,11552062,135341,157666,160002,198835
2021-10-26,43,CA,61579135,155848,53371159,135075,158236,160866,199162
2021-10-26,43,ME,2308490,171736,1931683,143704,163009,165829,209515
2021-10-26,43,WV,3123975,174315,1587605,88587,101849,105655,154836
2021-10-26,43,MA,11667690,169281,10275420,149081,170304,172223,206171
2021-10-26,43,DE,1642375,168663,1286334,132099,153142,156288,209432
2021-10-26,43,IL,19000955,149947,15703895,123928,144516,147536,183759
2021-10-26,43,GA,15381505,144870,11322900,106645,125946,130844,185109
2021-10-26,43,KS,4151605,142505,3281118,112625,133823,137977,195725
2021-10-26,43,SC,7409435,143908,5624217,109235,127067,131623,191872
2021-10-26,43,SD,1295605,146452,1003861,113474,135998,140749,196438
2021-10-26,43,AZ,10512540,144428,8674092,119171,139749,143366,194174
2021-10-26,43,WA,12154955,159621,10183333,133729,156628,159562,203227
2021-10-26,43,NV,4257240,138215,3589453,116535,136906,140869,181554
2021-10-26,43,MI,14329880,143487,11287404,113023,131319,135645,188482
2021-10-26,43,AK,1134615,155098,857746,117251,140504,144442,186560
2021-10-26,43,PA,20498415,160119,17296417,135107,156035,160039,215776
2021-10-26,43,CO,8770825,152305,7592935,131851,153416,156766,204762
2021-10-26,43,TX,43892075,151373,34033731,117374,141179,144749,189602
2021-10-26,43,VT,1133310,181623,958888,153671,173966,175848,234859
2021-10-26,43,KY,6204035,138865,5247763,117461,137844,142502,192321
2021-10-26,43,ND,998540,131031,799805,104953,125345,130065,190262
2021-10-26,43,OK,5281030,133461,4412151,111503,132679,137787,191491
2021-10-26,43,NJ,14789125,166503,12132095,136589,159236,162020,192140
2021-10-26,43,HI,2503510,176818,1960896,138494,161528,164437,201613
2021-10-26,43,TN,9163910,134188,7338536,107459,125740,131039,190177
2021-10-26,43,NH,2268450,166833,1889321,138950,157544,159559,202261
2021-10-26,43,OH,16011445,136978,12768269,109232,127671,132195,188295
2021-10-26,43,RI,1796815,169613,1538896,145266,165906,168097,214577
2021-10-26,43,NY,31449815,161666,27238541,140018,162377,165218,187769
2021-10-26,43,IA,4563315,144634,3657561,115926,136664,141375,200885
2021-10-25,43,MT,1435885,134348,1158737,108417,126257,130311,184124
2021-10-25,43,NY,31361205,161211,27199492,139818,162145,164978,187380
2021-10-25,43,MA,11646150,168968,10260823,148869,170062,171968,205615
2021-10-25,43,OR,7108555,168540,5534888,131229,151349,154294,191243
2021-10-25,43,MD,10598410,175306,8391832,138807,162529,164584,202993
2021-10-25,43,AK,1130765,154572,856505,117082,140300,144222,186103
2021-10-25,43,TN,9149530,133977,7292825,106789,124957,130205,188472
2021-10-25,43,AZ,10500600,144264,8656911,118935,139473,143076,193616
2021-10-25,43,VA,13560485,158871,11525647,135032,157304,159620,198002
2021-10-25,43,PA,20443185,159688,17265727,134868,155758,159745,215172
2021-10-25,43,ME,2302770,171310,1919012,142761,161940,164703,207120
2021-10-25,43,ND,997460,130890,799769,104948,125339,130059,190252
2021-10-25,43,KS,4148765,142407,3277118,112488,133660,137804,195393
2021-10-25,43,WV,3121575,174181,1587090,88558,101816,105619,154780
2021-10-25,43,MS,4009685,134727,2930327,98460,116205,121106,175603
2021-10-25,43,CO,8761605,152145,7579455,131617,153143,156475,204058
2021-10-25,43,IA,4521285,143302,3630676,115074,135659,140296,198431
2021-10-25,43,ID,2383680,133385,1681655,94102,0,125511,187423
2021-10-25,43,LA,6065500,130475,4797565,103200,122274,127513,187915
2021-10-25,43,FL,34664565,161398,28141859,131028,150474,154160,207172
2021-10-25,43,DE,1632535,167652,1283811,131840,152842,155968,208727
2021-10-25,43,NE,2740510,141672,2288596,118310,141474,146129,204105
2021-10-25,43,HI,2490360,175889,1958424,138319,161324,164228,201232
2021-10-25,43,WI,8043745,138151,7214379,123907,144283,148693,210949
2021-10-25,43,RI,1794565,169401,1536391,145030,165636,167813,213971
2021-10-25,43,GA,15353515,144607,11223622,105709,124841,129695,183050
2021-10-25,43,IN,8881960,131932,7100607,105472,124453,129394,192369
2021-10-25,43,OH,15993115,136821,12757608,109141,127564,132081,188044
2021-10-25,43,CA,61486935,155615,53283990,134854,157977,160597,198615
2021-10-25,43,NH,2265530,166618,1884965,138630,157184,159177,201277
2021-10-25,43,UT,4278230,133446,3641273,113578,140429,144988,197872
2021-10-25,43,WY,716045,123721,557481,96324,113596,118730,175947
2021-10-25,43,NV,4254060,138112,3580718,116251,136573,140522,180933
2021-10-25,43,SC,7398485,143696,5614897,109054,126856,131402,191401
2021-10-25,43,MN,8428160,149445,7070207,125366,147562,151252,206706
2021-10-25,43,KY,6185465,138449,5241800,117327,137688,142336,191974
2021-10-25,43,NC,15385870,146699,12122081,115580,134759,138705,191163
2021-10-25,43,IL,18958985,149615,15703827,123927,144516,147536,183759
2021-10-25,43,MI,14303410,143222,11268319,112831,131097,135408,187927
2021-10-25,43,VT,1128950,180925,956952,153360,173614,175473,234082
2021-10-25,43,AR,4323790,143276,3189087,105676,124501,128283,172247
2021-10-25,43,CT,5979585,167717,5310937,148962,170935,173168,218124
2021-10-25,43,SD,1290315,145855,1003680,113454,135974,140723,196396
2021-10-25,43,TX,43802845,151066,33951683,117091,140838,144387,188730
2021-10-25,43,NJ,14739795,165948,12103219,136264,158857,161617,191249
2021-10-25,43,NM,3142365,149863,2957067,141026,165417,168881,205593
2021-10-25,43,AL,7058840,143964,4773728,97360,114006,118676,169673
2021-10-25,43,WA,12133655,159341,10107737,132736,155465,158348,200733
2021-10-25,43,MO,8275355,134834,6672934,108725,127442,131753,184537
2021-10-25,43,OK,5266460,133093,4405452,111334,132477,137570,191011
2021-10-24,43,NM,3143205,149903,2950926,140733,165073,168509,204747
2021-10-24,43,ND,997460,130890,798109,104730,125079,129780,189790
2021-10-24,43,NJ,14740915,165960,12082885,136035,158590,161336,190706
